FILENAME,Dataset,Nb inputs,Fq DKO,Fq DKN,Fq TOT,% DKO,% DKN,% TOT,Nb names,Modal name,Fq modal name,% Name Agreement (/Fq inputs),% Name Agreement (/Fq names),Nb diff names,H-value,Familiarity Nb inputs,Familiarity Mean,Familiarity StDev,Visual complexity Nb inputs,Visual complexity Mean,Visual complexity StDev,Nb categories (answer1),Nb categories (answer2),Nb categories (all answers),Modal category,Fq (answer1),Fq (answer2),% Category Agreement,% Category Agreement (all answers),Hcat-value
flipflop01b,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,flip flop,25,0.5952380952380952,0.5952380952380952,8,1.7895630015111001,42,4.785714285714286,0.5646373446828084,42,1.8333333333333333,0.9606061771830726,33,2,35,Clothing,31,1,0.9393939393939394,0.9142857142857143,0.39045213081320695
macaroni01,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Macaroni,25,0.5952380952380952,0.5952380952380952,8,1.9517751203755507,42,4.785714285714286,0.6452722732461148,42,1.9285714285714286,0.997383336116943,33,0,33,Food,33,0,1,1,0
road02,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Road,30,0.7142857142857143,0.7142857142857143,10,1.72656491395926,42,4.785714285714286,0.6062968075252669,42,1.6904761904761905,0.840676128528589,33,1,34,Building infrastructure,21,0,0.6363636363636364,0.6176470588235294,1.6927821843598398
showerhead01,BOSS-2014 (v.2),42,0,0,1,0,0,0.023809523809523808,41,shower head,36,0.8571428571428571,0.8780487804878049,4,0.7205446862784921,42,4.785714285714286,0.5646373446828084,42,2.2857142857142856,1.06578070058627,33,1,34,Skincare & bathroom item,19,1,0.5757575757575758,0.5882352941176471,1.7619619002716371
table01,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,table,34,0.8095238095238095,0.8095238095238095,6,1.0834189322427712,42,4.785714285714286,0.41529973223663225,42,1.7142857142857142,0.9182622582426504,33,0,33,Furniture,33,0,1,1,0
doorhandle,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Door handle,21,0.5,0.5,5,1.4090479964855323,41,4.780487804878049,0.5249854817969355,41,2.024390243902439,1.1065216870456895,32,1,33,Building material,17,0,0.53125,0.5151515151515151,1.85605363187439
aceofdiamond,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Ace of Diamond,11,0.2619047619047619,0.2619047619047619,8,2.6491029641182733,42,4.761904761904762,0.6917465985186602,42,1.3333333333333333,0.5257592264788533,33,0,33,Gamestoy & entertainment,33,0,1,1,0
baseballbat,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,baseball bat,34,0.8095238095238095,0.8095238095238095,3,0.8929427417665807,42,4.761904761904762,0.5323451937818394,42,1.6904761904761905,0.8111447868740442,33,3,36,Outdoor activity & sport item,29,3,0.8787878787878788,0.8888888888888888,0.6311718053929063
breadslice,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Bread slice,15,0.35714285714285715,0.35714285714285715,8,2.156452474137469,42,4.761904761904762,0.6172133998483671,42,1.6904761904761905,0.7485952776121304,33,0,33,Food,31,0,0.9393939393939394,0.9393939393939394,0.32984607020714635
carsidemirror01,BOSS-2014 (v.2),42,0,0,3,0,0,0.07142857142857142,39,car side mirror,9,0.21428571428571427,0.23076923076923078,10,2.8203005396976937,42,4.761904761904762,0.5323451937818394,42,1.7619047619047619,0.905525687761691,33,1,34,Vehicle,22,0,0.6666666666666666,0.6470588235294118,1.5755449197638831
curtain,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,curtain,36,0.8571428571428571,0.8571428571428571,5,0.8657150405901116,42,4.761904761904762,0.6555401351231352,42,1.8571428571428572,0.9258200997725514,33,0,33,Decoration & gift accessory,14,0,0.42424242424242425,0.42424242424242425,1.7737226226342973
foldingchair,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,folding chair,22,0.5238095238095238,0.5238095238095238,3,1.1347431759823636,42,4.761904761904762,0.576343554789591,42,1.880952380952381,0.889021960616051,33,0,33,Furniture,31,0,0.9393939393939394,0.9393939393939394,0.39045213081320695
locker,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,locker,41,0.9761904761904762,0.9761904761904762,2,0.1623261801753929,42,4.761904761904762,0.4843665115774894,42,1.5952380952380953,0.5868279263112164,33,1,34,Building infrastructure,13,0,0.3939393939393939,0.38235294117647056,1.934241351212544
lollipop04,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,lollipop,35,0.8333333333333334,0.8333333333333334,5,0.9274387181817643,42,4.761904761904762,0.6555401351231352,42,1.5714285714285714,0.7034013926370656,33,0,33,Food,31,0,0.9393939393939394,0.9393939393939394,0.39045213081320695
redonion,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,onion,24,0.5714285714285714,0.5714285714285714,7,1.7004448031130077,42,4.761904761904762,0.5323451937818394,42,2.261904761904762,1.307754057013515,33,0,33,Food,31,0,0.9393939393939394,0.9393939393939394,0.39045213081320695
saltshaker03a,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Salt shaker,36,0.8571428571428571,0.8571428571428571,4,0.7704769453520163,42,4.761904761904762,0.576343554789591,42,1.7380952380952381,0.7981540840764962,33,2,35,Kitchen & utensil,21,0,0.6363636363636364,0.6,1.0961391592565066
schoolbus,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,school bus,41,0.9761904761904762,0.9761904761904762,2,0.1623261801753929,42,4.761904761904762,0.5323451937818394,42,2.6904761904761907,1.3157228420074858,32,1,33,Vehicle,30,1,0.9375,0.9393939393939394,0.3997900666170139
spaghetti01,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Spaghetti,24,0.5714285714285714,0.5714285714285714,12,2.353061696784843,42,4.761904761904762,0.43108053740904156,42,1.7857142857142858,1.0249500710198638,33,0,33,Food,33,0,1,1,0
womenwashroomsign,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,women's bathroom sign,12,0.2857142857142857,0.2857142857142857,15,3.325793910410398,42,4.761904761904762,0.6917465985186602,42,1.5952380952380953,0.7669872581230491,33,1,34,Building infrastructure,9,0,0.2727272727272727,0.2647058823529412,2.3946385315940875
worldmap,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,World map,28,0.6666666666666666,0.6666666666666666,6,1.3964788807195572,42,4.761904761904762,0.576343554789591,42,3.119047619047619,1.6704370824600394,33,7,40,Stationary & school supply,22,4,0.6666666666666666,0.65,1.14630864593417
steeringwheel,BOSS-2014 (v.2),41,0,0,0,0,0,0,41,Steering wheel,28,0.6829268292682927,0.6829268292682927,4,1.3642507047064578,41,4.7560975609756095,0.582258010029833,41,2.1463414634146343,1.0620964082830735,33,2,35,Vehicle,22,0,0.6666666666666666,0.6285714285714286,1.4153341174062182
television,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,TV,10,0.23809523809523808,0.23809523809523808,16,3.476117282833197,41,4.7560975609756095,0.4889012070387033,41,1.7804878048780488,0.9877295966495897,33,1,34,Electronic device & accessory,31,1,0.9393939393939394,0.9411764705882353,0.39045213081320695
bookshelf,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Bookshelf,24,0.5714285714285714,0.5714285714285714,6,1.6348522435376869,42,4.738095238095238,0.7005058732896934,42,1.5952380952380953,0.912234560377704,33,0,33,Furniture,29,0,0.8787878787878788,0.8787878787878788,0.7146532448524052
calendar,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,calendar,36,0.8571428571428571,0.8571428571428571,5,0.8477415286338384,42,4.738095238095238,0.6647766472346015,42,1.9761904761904763,1.0473682521046936,33,0,33,Stationary & school supply,29,0,0.8787878787878788,0.8787878787878788,0.6311718053929063
cloud,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,cloud,40,0.9523809523809523,0.9523809523809523,2,0.2761954276479391,42,4.738095238095238,0.5868279263112158,42,2.119047619047619,1.291669008277822,32,0,32,Natural element,31,0,0.96875,0.96875,0.2006223243127146
donut,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Doughnut,40,0.9523809523809523,0.9523809523809523,2,0.2761954276479391,42,4.738095238095238,0.627014754932928,42,1.7142857142857142,0.8913052715585238,33,0,33,Food,33,0,1,1,0
englishcucumber,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,cucumber,37,0.8809523809523809,0.8809523809523809,4,0.6898254696731742,42,4.738095238095238,0.5868279263112158,42,1.8571428571428572,1.094808783202347,33,0,33,Food,33,0,1,1,0
granolabar01,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,granola bar,37,0.8809523809523809,0.8809523809523809,6,0.8030370768675424,42,4.738095238095238,0.627014754932928,42,2.619047619047619,1.2484601432903004,32,1,33,Food,32,0,1,0.9696969696969697,0
jellybean,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,jelly beans,41,0.9761904761904762,0.9761904761904762,2,0.1623261801753929,42,4.738095238095238,0.627014754932928,42,1.8571428571428572,0.9518000551311894,33,0,33,Food,32,0,0.9696969696969697,0.9696969696969697,0.19590927087360496
noparkingsign,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,no parking sign,40,0.9523809523809523,0.9523809523809523,3,0.3238144752669867,42,4.738095238095238,0.5436786985838638,42,1.6904761904761905,0.7804968785767568,33,2,35,Building infrastructure,17,0,0.5151515151515151,0.4857142857142857,2.105101897977159
picnictable,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Picnic Table,20,0.47619047619047616,0.47619047619047616,7,2.1341047119617618,42,4.738095238095238,0.5868279263112158,42,2.0952380952380953,1.0314452046622127,33,7,40,Furniture,16,4,0.48484848484848486,0.5,1.6449756506498465
spiderweb,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,spider web,39,0.9285714285714286,0.9285714285714286,3,0.4368248862161963,42,4.738095238095238,0.5868279263112158,42,2.7142857142857144,1.5026109680334279,33,3,36,Natural element,20,0,0.6060606060606061,0.5555555555555556,1.6977710315479306
trafficlight,BOSS-2014 (v.2),42,0,1,0,0,0.023809523809523808,0,41,Traffic light,23,0.5476190476190477,0.5609756097560976,5,1.6086419248922696,42,4.738095238095238,0.5868279263112158,42,2.0952380952380953,0.9578819065031136,33,4,37,Building infrastructure,17,0,0.5151515151515151,0.4594594594594595,2.040201611611211
cherrytomato01,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Tomatoes,17,0.40476190476190477,0.40476190476190477,9,2.403255134534331,41,4.7317073170731705,0.5926377579897528,41,1.951219512195122,1.0712427248806669,33,0,33,Food,33,0,1,1,0
atm,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Atm,20,0.47619047619047616,0.47619047619047616,5,1.5845690847072602,42,4.714285714285714,0.6730242733169935,42,2.738095238095238,1.3262734112694055,33,5,38,Electronic device & accessory,19,1,0.5757575757575758,0.5263157894736842,1.4916684294066673
christmastree,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Christmas tree,36,0.8571428571428571,0.8571428571428571,4,0.7704769453520163,42,4.714285714285714,0.5537329763155099,42,3.142857142857143,1.490971668302065,33,3,36,Decoration & gift accessory,30,2,0.9090909090909091,0.8888888888888888,0.5229784263810124
cow,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,cow,39,0.9285714285714286,0.9285714285714286,2,0.3712323266408756,42,4.714285714285714,0.5537329763155099,42,2.9047619047619047,1.393530764177267,33,1,34,Mammal,33,0,1,0.9705882352941176,0
drumset,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Drum set,27,0.6428571428571429,0.6428571428571429,3,1.2870540281187268,42,4.714285714285714,0.5077792052204925,42,2.9523809523809526,1.3057542620260028,33,0,33,Musical instrument,32,0,0.9696969696969697,0.9696969696969697,0.19590927087360496
faucet,BOSS-2014 (v.2),42,0,0,5,0,0,0.11904761904761904,37,faucet,24,0.5714285714285714,0.6486486486486487,9,1.9110993111071186,42,4.714285714285714,0.5537329763155099,42,2.0238095238095237,0.869204717476093,33,2,35,Skincare & bathroom item,16,1,0.48484848484848486,0.4857142857142857,2.040775468486825
fluorescentlightbulb,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,light bulb,28,0.6666666666666666,0.6666666666666666,10,1.9133718793992405,42,4.714285714285714,0.4572299568592121,42,2.261904761904762,1.127473406955306,32,1,33,Electronic device & accessory,13,1,0.40625,0.42424242424242425,1.9950167455986105
gift01,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Gift,20,0.47619047619047616,0.47619047619047616,7,1.9222809750036725,42,4.714285714285714,0.6730242733169935,42,2.4047619047619047,1.2699053893993646,33,0,33,Decoration & gift accessory,29,0,0.8787878787878788,0.8787878787878788,0.7146532448524052
jackolantern,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Jack o lantern,16,0.38095238095238093,0.38095238095238093,6,2.1157581051558765,42,4.714285714285714,0.708337603321146,42,2.4285714285714284,1.2521758066945232,33,11,44,Decoration & gift accessory,21,3,0.6363636363636364,0.5454545454545454,1.2426381548970111
jokercard,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Joker Card,23,0.5476190476190477,0.5476190476190477,4,1.708675531055703,42,4.714285714285714,0.774146714704972,42,2.4523809523809526,1.4176996302389158,33,0,33,Gamestoy & entertainment,33,0,1,1,0
kiwi03,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Kiwi,35,0.8333333333333334,0.8333333333333334,4,0.8914916942692181,42,4.714285714285714,0.5537329763155099,42,2.380952380952381,1.2678458964674353,32,0,32,Food,32,0,1,1,0
paperairplane,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,paper airplane,29,0.6904761904761905,0.6904761904761905,3,1.0843365498332875,42,4.714285714285714,0.596154926897456,42,1.7619047619047619,0.9578819065031136,33,7,40,Gamestoy & entertainment,17,1,0.5151515151515151,0.45,1.4809824636890603
payphone,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Payphone,25,0.5952380952380952,0.5952380952380952,7,1.9707449175691196,42,4.714285714285714,0.596154926897456,42,2.761904761904762,1.2058702719031171,32,0,32,Electronic device & accessory,28,0,0.875,0.875,0.6449742087569879
pumpkin,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Pumpkin,41,0.9761904761904762,0.9761904761904762,2,0.1623261801753929,42,4.714285714285714,0.6730242733169935,42,2.2857142857142856,1.3119658362170477,33,4,37,Food,29,1,0.8787878787878788,0.8108108108108109,0.6540471842463447
rose,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,rose,33,0.7857142857142857,0.7857142857142857,3,0.9463729359854418,42,4.714285714285714,0.6357524554958394,42,2.738095238095238,1.3803414884929088,33,1,34,Natural element,32,0,0.9696969696969697,0.9411764705882353,0.19590927087360496
shoppingcart,BOSS-2014 (v.2),42,0,0,1,0,0,0.023809523809523808,41,Shopping cart,28,0.6666666666666666,0.6829268292682927,8,1.6753455218323963,42,4.714285714285714,0.6730242733169935,42,2.380952380952381,1.1032630306279143,32,2,34,Vehicle,13,0,0.40625,0.38235294117647056,2.309196364505181
shovel01,BOSS-2014 (v.2),42,0,0,1,0,0,0.023809523809523808,41,shovel,34,0.8095238095238095,0.8292682926829268,5,0.9435584289470709,42,4.714285714285714,0.6357524554958394,42,1.5238095238095237,0.8035923987456073,32,0,32,Hand labour tool & accessory,28,0,0.875,0.875,0.6449742087569879
tortillachip,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,tortilla chip,16,0.38095238095238093,0.38095238095238093,12,2.76996110164977,42,4.714285714285714,0.5077792052204925,42,2.0714285714285716,1.217611759639559,32,0,32,Food,31,0,0.96875,0.96875,0.2006223243127146
travelmug,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Coffee mug,12,0.2857142857142857,0.2857142857142857,14,3.090626126039306,42,4.714285714285714,0.596154926897456,42,1.6666666666666667,0.9794639316973008,33,0,33,Kitchen & utensil,29,0,0.8787878787878788,0.8787878787878788,0.7146532448524052
foosballtable,BOSS-2014 (v.2),41,0,2,5,0,0.04878048780487805,0.12195121951219512,34,Foosball Table,23,0.5609756097560976,0.6764705882352942,4,1.1883084294182185,41,4.7073170731707314,0.5587442366156629,41,2.8780487804878048,1.3075764213081296,32,1,33,Gamestoy & entertainment,31,0,0.96875,0.9393939393939394,0.2006223243127146
birthdaycandle,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,candle,22,0.5238095238095238,0.5238095238095238,2,0.9983636725938131,42,4.690476190476191,0.5625766175720355,42,1.8333333333333333,0.908406985900329,32,1,33,Decoration & gift accessory,25,1,0.78125,0.7878787878787878,1.0748068828532795
bus,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Bus,24,0.5714285714285714,0.5714285714285714,7,1.8549739696766518,42,4.690476190476191,0.6434698332078578,42,2.4523809523809526,1.193526869375391,33,1,34,Vehicle,33,0,1,0.9705882352941176,0
busshelter,BOSS-2014 (v.2),42,0,0,1,0,0,0.023809523809523808,41,Bus shelter,17,0.40476190476190477,0.4146341463414634,11,2.539488197148181,42,4.690476190476191,0.46790113809333284,42,2.0476190476190474,0.9615125521390877,33,0,33,Building infrastructure,32,0,0.9696969696969697,0.9696969696969697,0.19590927087360496
ceilingfan01,BOSS-2014 (v.2),42,0,0,1,0,0,0.023809523809523808,41,Ceiling fan,29,0.6904761904761905,0.7073170731707317,5,1.2872727641619963,42,4.690476190476191,0.6043781419307537,42,2.0714285714285716,1.0215449118705653,32,1,33,Building infrastructure,7,0,0.21875,0.21212121212121213,2.5614992230622806
football,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,football,41,0.9761904761904762,0.9761904761904762,2,0.1623261801753929,42,4.690476190476191,0.5625766175720355,42,1.9047619047619047,0.8781778199154231,33,1,34,Outdoor activity & sport item,31,1,0.9393939393939394,0.9411764705882353,0.32984607020714635
hotdog,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,hot dog,24,0.5714285714285714,0.5714285714285714,7,1.8846195053394266,42,4.690476190476191,0.6043781419307537,42,2.142857142857143,0.9770894701881774,33,0,33,Food,33,0,1,1,0
icecube02,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Ice cube,31,0.7380952380952381,0.7380952380952381,3,0.9447134568057421,42,4.690476190476191,0.6803189796363368,42,2.0714285714285716,0.997383336116943,33,3,36,Food,16,3,0.48484848484848486,0.5277777777777778,1.600049019981269
ladybug03,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Ladybug,39,0.9285714285714286,0.9285714285714286,4,0.48444393383524387,42,4.690476190476191,0.6043781419307537,42,2.7857142857142856,1.4903873172436406,33,1,34,Insect,32,0,0.9696969696969697,0.9411764705882353,0.19590927087360496
microwave,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,microwave,34,0.8095238095238095,0.8095238095238095,2,0.7024665512903903,42,4.690476190476191,0.6803189796363368,42,2.1904761904761907,1.1095614435353527,33,7,40,Kitchen & utensil,18,6,0.5454545454545454,0.6,1.3221793455166666
muffintray01,BOSS-2014 (v.2),42,0,1,0,0,0.023809523809523808,0,41,Muffin tray,11,0.2619047619047619,0.2682926829268293,13,3.1398809507574224,42,4.690476190476191,0.6043781419307537,42,1.9047619047619047,0.8781778199154231,33,0,33,Kitchen & utensil,32,0,0.9696969696969697,0.9696969696969697,0.19590927087360496
pintofbeer,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,glass of beer,7,0.16666666666666666,0.16666666666666666,20,3.8797986743185127,42,4.690476190476191,0.6434698332078578,42,1.7380952380952381,1.060591731052421,32,1,33,Food,27,0,0.84375,0.8181818181818182,0.7380636700495733
rockingchair,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,rocking chair,23,0.5476190476190477,0.5476190476190477,5,1.6144337210549038,42,4.690476190476191,0.5625766175720355,42,2.4047619047619047,1.0373400272677678,32,0,32,Furniture,32,0,1,1,0
squirrel,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,squirrel,42,1,1,1,0,42,4.690476190476191,0.7152722571568846,42,2.880952380952381,1.434800588717623,33,0,33,Mammal,32,0,0.9696969696969697,0.9696969696969697,0.19590927087360496
stairs,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,stairs,26,0.6190476190476191,0.6190476190476191,7,1.5764797923816496,42,4.690476190476191,0.7804968785767568,42,2.0952380952380953,0.905525687761691,31,0,31,Building infrastructure,28,0,0.9032258064516129,0.9032258064516129,0.4586858162005403
tree,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,tree,40,0.9523809523809523,0.9523809523809523,3,0.3238144752669867,42,4.690476190476191,0.6803189796363368,42,2.9285714285714284,1.5678610121149466,33,0,33,Natural element,32,0,0.9696969696969697,0.9696969696969697,0.19590927087360496
windowblinds02,BOSS-2014 (v.2),42,0,1,0,0,0.023809523809523808,0,41,Blinds,19,0.4523809523809524,0.4634146341463415,9,2.286090938659505,42,4.690476190476191,0.5174088932690606,42,2.0476190476190474,0.7635725068956292,33,1,34,Decoration & gift accessory,9,1,0.2727272727272727,0.29411764705882354,2.2998963911678914
menwashroomsign,BOSS-2014 (v.2),42,0,1,0,0,0.023809523809523808,0,41,Men’s washroom Sign,15,0.35714285714285715,0.36585365853658536,13,3.0218296047922806,41,4.682926829268292,0.6869870592028609,41,1.4878048780487805,0.7114053422456215,33,1,34,Building infrastructure,7,1,0.21212121212121213,0.23529411764705882,2.8985533947180477
rubikcube,BOSS-2014 (v.2),41,0,0,2,0,0,0.04878048780487805,39,Rubik cube,37,0.9024390243902439,0.9487179487179487,3,0.3431003078809371,41,4.682926829268292,0.649577723996286,41,2.8292682926829267,1.3583526608430936,33,0,33,Gamestoy & entertainment,33,0,1,1,0
bikewheel,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Bike wheel,11,0.2619047619047619,0.2619047619047619,10,2.6279852757027053,42,4.666666666666667,0.7543909404658247,42,2.261904761904762,1.127473406955306,33,2,35,Outdoor activity & sport item,20,1,0.6060606060606061,0.6,1.121421031285692
honeybee,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Bee,33,0.7857142857142857,0.7857142857142857,4,1.0392332819352068,42,4.666666666666667,0.6502032202644626,42,3.3095238095238093,1.5220027761600148,33,0,33,Insect,31,0,0.9393939393939394,0.9393939393939394,0.39045213081320695
hulahoop,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Hula hoop,39,0.9285714285714286,0.9285714285714286,3,0.4368248862161963,42,4.666666666666667,0.7213357077339465,42,1.4047619047619047,0.7005058732896938,33,0,33,Gamestoy & entertainment,27,0,0.8181818181818182,0.8181818181818182,0.8022243304841968
jeans01,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,jeans,37,0.8809523809523809,0.8809523809523809,5,0.7554180292484949,42,4.666666666666667,0.7543909404658247,42,1.8571428571428572,1.0257995946394058,33,0,33,Clothing,32,0,0.9696969696969697,0.9696969696969697,0.19590927087360496
officechair03,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Office chair,15,0.35714285714285715,0.35714285714285715,9,2.3109816407011134,42,4.666666666666667,0.6866911354074373,42,2.261904761904762,1.060591731052421,33,0,33,Furniture,31,0,0.9393939393939394,0.9393939393939394,0.39045213081320695
popcorn,BOSS-2014 (v.2),42,1,0,0,0.023809523809523808,0,0,41,popcorn,33,0.7857142857142857,0.8048780487804879,4,0.9191427133215984,42,4.666666666666667,0.8742011452042509,42,2.142857142857143,1.0722992977579187,33,0,33,Food,32,0,0.9696969696969697,0.9696969696969697,0.19590927087360496
servingspoon01,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Spoon,21,0.5,0.5,8,2.225804247052155,42,4.666666666666667,0.6866911354074373,42,1.5714285714285714,0.7372611524884797,33,0,33,Kitchen & utensil,33,0,1,1,0
stool01,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Stool,37,0.8809523809523809,0.8809523809523809,5,0.7554180292484949,42,4.666666666666667,0.6502032202644626,42,1.8095238095238095,0.916996561902623,33,0,33,Furniture,32,0,0.9696969696969697,0.9696969696969697,0.19590927087360496
swimsuit,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Shorts,23,0.5476190476190477,0.5476190476190477,11,2.402991232454041,42,4.666666666666667,0.6866911354074373,42,2.0952380952380953,0.8781778199154231,33,1,34,Clothing,31,0,0.9393939393939394,0.9117647058823529,0.39045213081320695
treadmill,BOSS-2014 (v.2),42,0,0,1,0,0,0.023809523809523808,41,Treadmill,37,0.8809523809523809,0.9024390243902439,4,0.6075575039285437,42,4.666666666666667,0.6502032202644626,42,2.619047619047619,1.1032630306279145,33,4,37,Outdoor activity & sport item,22,2,0.6666666666666666,0.6486486486486487,1.5408404643782267
pooltable,BOSS-2014 (v.2),41,0,0,0,0,0,0,41,Pool table,40,0.975609756097561,0.975609756097561,2,0.16542703399626696,41,4.658536585365853,0.6931722764782572,41,1.975609756097561,0.8511111818689958,33,1,34,Gamestoy & entertainment,28,0,0.8484848484848485,0.8235294117647058,0.7230020642792743
athleticsock,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,sock,34,0.8095238095238095,0.8095238095238095,7,1.1606835155245934,42,4.642857142857143,0.8211065874017597,42,1.5952380952380953,0.8570944624355864,32,0,32,Clothing,31,0,0.96875,0.96875,0.2006223243127146
beerbottle,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,beer bottle,37,0.8809523809523809,0.8809523809523809,3,0.612560886391352,42,4.642857142857143,0.7265497673662346,42,1.5476190476190477,0.7715167498104595,33,1,34,Food,23,0,0.696969696969697,0.6764705882352942,1.2961089847004377
chocolatemilk,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,chocolate milk,22,0.5238095238095238,0.5238095238095238,9,2.28584067071636,42,4.642857142857143,0.617683657745043,41,1.7317073170731707,0.8373885073220924,33,5,38,Food,25,3,0.7575757575757576,0.7368421052631579,0.7990485210442682
christmaslights,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Christmas lights,32,0.7619047619047619,0.7619047619047619,3,1.0299535906627217,42,4.642857142857143,0.6921662203943872,42,2.0714285714285716,0.8665281761947344,33,2,35,Decoration & gift accessory,30,0,0.9090909090909091,0.8571428571428571,0.4394969869215135
dryingmachine02,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,washing machine,21,0.5,0.5,10,2.3390158542465236,42,4.642857142857143,0.6559829181085232,42,2.5714285714285716,1.3093073414159542,32,0,32,Household article & cleaner,16,0,0.5,0.5,1.9012106419146821
filingcabinet,BOSS-2014 (v.2),42,0,1,2,0,0.023809523809523808,0.047619047619047616,39,filing cabinet,25,0.5952380952380952,0.6410256410256411,10,2.013448891972631,42,4.642857142857143,0.5768471316045676,42,1.9523809523809523,0.8821365679453425,33,0,33,Furniture,20,0,0.6060606060606061,0.6060606060606061,1.2112938253354981
fortunecookie,BOSS-2014 (v.2),42,0,1,0,0,0.023809523809523808,0,41,fortune cookie,40,0.9523809523809523,0.975609756097561,2,0.16542703399626696,42,4.642857142857143,0.5768471316045676,42,1.7619047619047619,0.8207528908152862,33,0,33,Food,31,0,0.9393939393939394,0.9393939393939394,0.39045213081320695
garbagebin,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,Recycling bin,18,0.42857142857142855,0.42857142857142855,11,2.461069855374668,42,4.642857142857143,0.6559829181085232,42,1.9523809523809523,0.9358022761866653,32,0,32,Household article & cleaner,18,0,0.5625,0.5625,1.6775070326624482
hose,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,hose,21,0.5,0.5,4,1.3614289488664846,42,4.642857142857143,0.6559829181085232,42,1.9285714285714286,0.8942323903461844,33,1,34,Outdoor activity & sport item,15,1,0.45454545454545453,0.47058823529411764,1.7224877877590095
jeep,BOSS-2014 (v.2),42,0,0,0,0,0,0,42,jeep,37,0.8809523809523809,0.8809523809523809,3,0.6422064220541266,42,4.642857142857143,0.6921662203943872,42,2.9523809523809526,1.4133920615414322,33,1,34,Vehicle,33,0,1,0.9705882352941176,0
